soure	batch	plate	sqlite_file	Metadata_PlateType
source_1	Batch1_20221004	UL000109	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL000109/UL000109.sqlite	COMPOUND_EMPTY
source_1	Batch1_20221004	UL001641	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001641/UL001641.sqlite	COMPOUND
source_1	Batch1_20221004	UL001643	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001643/UL001643.sqlite	COMPOUND
source_1	Batch1_20221004	UL001645	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001645/UL001645.sqlite	COMPOUND
source_1	Batch1_20221004	UL001651	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001651/UL001651.sqlite	COMPOUND
source_1	Batch1_20221004	UL001653	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001653/UL001653.sqlite	COMPOUND
source_1	Batch1_20221004	UL001655	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001655/UL001655.sqlite	COMPOUND
source_1	Batch1_20221004	UL001659	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001659/UL001659.sqlite	COMPOUND_EMPTY
source_1	Batch1_20221004	UL001661	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch1_20221004/UL001661/UL001661.sqlite	COMPOUND_EMPTY
source_1	Batch2_20221006	UL001647	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001647/UL001647.sqlite	COMPOUND
source_1	Batch2_20221006	UL001649	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001649/UL001649.sqlite	COMPOUND
source_1	Batch2_20221006	UL001671	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001671/UL001671.sqlite	COMPOUND
source_1	Batch2_20221006	UL001673	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001673/UL001673.sqlite	COMPOUND
source_1	Batch2_20221006	UL001675	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001675/UL001675.sqlite	COMPOUND
source_1	Batch2_20221006	UL001677	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001677/UL001677.sqlite	COMPOUND
source_1	Batch2_20221006	UL001679	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch2_20221006/UL001679/UL001679.sqlite	COMPOUND
source_1	Batch3_20221010	UL000087	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL000087/UL000087.sqlite	COMPOUND
source_1	Batch3_20221010	UL000089	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL000089/UL000089.sqlite	COMPOUND
source_1	Batch3_20221010	UL000091	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL000091/UL000091.sqlite	COMPOUND
source_1	Batch3_20221010	UL001665	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL001665/UL001665.sqlite	COMPOUND
source_1	Batch3_20221010	UL001667	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL001667/UL001667.sqlite	COMPOUND
source_1	Batch3_20221010	UL001669	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL001669/UL001669.sqlite	COMPOUND
source_1	Batch3_20221010	UL001785	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL001785/UL001785.sqlite	COMPOUND
source_1	Batch3_20221010	UL001787	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch3_20221010/UL001787/UL001787.sqlite	COMPOUND
source_1	Batch4_20221012	UL000081	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL000081/UL000081.sqlite	COMPOUND
source_1	Batch4_20221012	UL000083	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL000083/UL000083.sqlite	COMPOUND
source_1	Batch4_20221012	UL000093	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL000093/UL000093.sqlite	COMPOUND
source_1	Batch4_20221012	UL000095	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL000095/UL000095.sqlite	COMPOUND
source_1	Batch4_20221012	UL000097	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL000097/UL000097.sqlite	COMPOUND
source_1	Batch4_20221012	UL001765	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL001765/UL001765.sqlite	COMPOUND
source_1	Batch4_20221012	UL001769	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL001769/UL001769.sqlite	COMPOUND
source_1	Batch4_20221012	UL001771	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch4_20221012/UL001771/UL001771.sqlite	COMPOUND
source_1	Batch5_20221030	UL000561	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL000561/UL000561.sqlite	COMPOUND_EMPTY
source_1	Batch5_20221030	UL001713	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001713/UL001713.sqlite	COMPOUND
source_1	Batch5_20221030	UL001719	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001719/UL001719.sqlite	COMPOUND
source_1	Batch5_20221030	UL001773	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001773/UL001773.sqlite	COMPOUND
source_1	Batch5_20221030	UL001781	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001781/UL001781.sqlite	COMPOUND
source_1	Batch5_20221030	UL001783	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001783/UL001783.sqlite	COMPOUND
source_1	Batch5_20221030	UL001791	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001791/UL001791.sqlite	COMPOUND
source_1	Batch5_20221030	UL001793	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001793/UL001793.sqlite	COMPOUND
source_1	Batch5_20221030	UL001795	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001795/UL001795.sqlite	COMPOUND
source_1	Batch5_20221030	UL001797	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001797/UL001797.sqlite	COMPOUND
source_1	Batch5_20221030	UL001799	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch5_20221030/UL001799/UL001799.sqlite	COMPOUND
source_1	Batch6_20221102	UL000577	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000577/UL000577.sqlite	COMPOUND
source_1	Batch6_20221102	UL000579	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000579/UL000579.sqlite	COMPOUND
source_1	Batch6_20221102	UL000581	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000581/UL000581.sqlite	COMPOUND
source_1	Batch6_20221102	UL000583	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000583/UL000583.sqlite	COMPOUND
source_1	Batch6_20221102	UL000585	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000585/UL000585.sqlite	COMPOUND
source_1	Batch6_20221102	UL000587	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000587/UL000587.sqlite	COMPOUND
source_1	Batch6_20221102	UL000593	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000593/UL000593.sqlite	COMPOUND
source_1	Batch6_20221102	UL000595	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000595/UL000595.sqlite	COMPOUND
source_1	Batch6_20221102	UL000597	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000597/UL000597.sqlite	COMPOUND
source_1	Batch6_20221102	UL000599	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL000599/UL000599.sqlite	COMPOUND
source_1	Batch6_20221102	UL001717	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL001717/UL001717.sqlite	COMPOUND
source_1	Batch6_20221102	UL001789	s3://cellpainting-gallery/cpg0016-jump/source_1/workspace/backend/Batch6_20221102/UL001789/UL001789.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-152149	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-152149/Dest210531-152149.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-152324	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-152324/Dest210531-152324.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-152459	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-152459/Dest210531-152459.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-152634	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-152634/Dest210531-152634.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-152810	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-152810/Dest210531-152810.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-152945	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-152945/Dest210531-152945.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-153120	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-153120/Dest210531-153120.sqlite	COMPOUND
source_10	2021_05_31_U2OS_48_hr_run1	Dest210531-153804	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_05_31_U2OS_48_hr_run1/Dest210531-153804/Dest210531-153804.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-153606	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-153606/Dest210601-153606.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-153742	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-153742/Dest210601-153742.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-153918	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-153918/Dest210601-153918.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-154127	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-154127/Dest210601-154127.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-154302	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-154302/Dest210601-154302.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-154437	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-154437/Dest210601-154437.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-154612	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-154612/Dest210601-154612.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-154924	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-154924/Dest210601-154924.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-155059	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-155059/Dest210601-155059.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-155234	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-155234/Dest210601-155234.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-155410	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-155410/Dest210601-155410.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-155546	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-155546/Dest210601-155546.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-155722	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-155722/Dest210601-155722.sqlite	COMPOUND
source_10	2021_06_01_U2OS_48_hr_run2	Dest210601-155859	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_01_U2OS_48_hr_run2/Dest210601-155859/Dest210601-155859.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-134443	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-134443/Dest210607-134443.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-134618	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-134618/Dest210607-134618.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-134930	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-134930/Dest210607-134930.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-135106	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-135106/Dest210607-135106.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-135241	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-135241/Dest210607-135241.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-135426	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-135426/Dest210607-135426.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-135749	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-135749/Dest210607-135749.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-140103	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-140103/Dest210607-140103.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-140241	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-140241/Dest210607-140241.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-140420	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-140420/Dest210607-140420.sqlite	COMPOUND
source_10	2021_06_07_U2OS_48_hr_run3	Dest210607-140601	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_07_U2OS_48_hr_run3/Dest210607-140601/Dest210607-140601.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-150932	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-150932/Dest210608-150932.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-151108	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-151108/Dest210608-151108.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-151243	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-151243/Dest210608-151243.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-151418	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-151418/Dest210608-151418.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-151554	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-151554/Dest210608-151554.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-151729	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-151729/Dest210608-151729.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-152434	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-152434/Dest210608-152434.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-152610	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-152610/Dest210608-152610.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-152745	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-152745/Dest210608-152745.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-152921	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-152921/Dest210608-152921.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-153057	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-153057/Dest210608-153057.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-153234	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-153234/Dest210608-153234.sqlite	COMPOUND
source_10	2021_06_08_U2OS_48_hr_run4	Dest210608-153411	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_08_U2OS_48_hr_run4/Dest210608-153411/Dest210608-153411.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-162933	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-162933/Dest210614-162933.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-163109	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-163109/Dest210614-163109.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-163244	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-163244/Dest210614-163244.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-163446	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-163446/Dest210614-163446.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-163621	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-163621/Dest210614-163621.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-163756	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-163756/Dest210614-163756.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-163932	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-163932/Dest210614-163932.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-164243	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-164243/Dest210614-164243.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-164418	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-164418/Dest210614-164418.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-164553	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-164553/Dest210614-164553.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-164730	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-164730/Dest210614-164730.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-164906	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-164906/Dest210614-164906.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-165045	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-165045/Dest210614-165045.sqlite	COMPOUND
source_10	2021_06_14_U2OS_48_hr_run5	Dest210614-165222	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_14_U2OS_48_hr_run5/Dest210614-165222/Dest210614-165222.sqlite	COMPOUND
source_10	2021_06_15_U2OS_48_hr_run6	Dest210615-151201	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_15_U2OS_48_hr_run6/Dest210615-151201/Dest210615-151201.sqlite	COMPOUND
source_10	2021_06_15_U2OS_48_hr_run6	Dest210615-151336	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_15_U2OS_48_hr_run6/Dest210615-151336/Dest210615-151336.sqlite	COMPOUND
source_10	2021_06_15_U2OS_48_hr_run6	Dest210615-151512	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_15_U2OS_48_hr_run6/Dest210615-151512/Dest210615-151512.sqlite	COMPOUND
source_10	2021_06_15_U2OS_48_hr_run6	Dest210615-152648	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_15_U2OS_48_hr_run6/Dest210615-152648/Dest210615-152648.sqlite	COMPOUND
source_10	2021_06_15_U2OS_48_hr_run6	Dest210615-153001	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_15_U2OS_48_hr_run6/Dest210615-153001/Dest210615-153001.sqlite	COMPOUND
source_10	2021_06_15_U2OS_48_hr_run6	Dest210615-153137	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_15_U2OS_48_hr_run6/Dest210615-153137/Dest210615-153137.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-132542	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-132542/Dest210621-132542.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-132717	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-132717/Dest210621-132717.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-132852	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-132852/Dest210621-132852.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-133027	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-133027/Dest210621-133027.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-133202	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-133202/Dest210621-133202.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-133338	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-133338/Dest210621-133338.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-133513	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-133513/Dest210621-133513.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-134201	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-134201/Dest210621-134201.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-134337	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-134337/Dest210621-134337.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-134650	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-134650/Dest210621-134650.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-134826	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-134826/Dest210621-134826.sqlite	COMPOUND
source_10	2021_06_21_U2OS_48_hr_run7	Dest210621-135001	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_21_U2OS_48_hr_run7/Dest210621-135001/Dest210621-135001.sqlite	COMPOUND
source_10	2021_06_22_U2OS_48_hr_run8	Dest210622-142653	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_22_U2OS_48_hr_run8/Dest210622-142653/Dest210622-142653.sqlite	DMSO
source_10	2021_06_22_U2OS_48_hr_run8	Dest210622-142830	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_22_U2OS_48_hr_run8/Dest210622-142830/Dest210622-142830.sqlite	COMPOUND
source_10	2021_06_22_U2OS_48_hr_run8	Dest210622-143006	s3://cellpainting-gallery/cpg0016-jump/source_10/workspace/backend/2021_06_22_U2OS_48_hr_run8/Dest210622-143006/Dest210622-143006.sqlite	COMPOUND
