soure	batch	plate	sqlite_file	Metadata_PlateType
source_13	20221009_Run2	CP-CC9-R2-08	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-08/CP-CC9-R2-08.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-09	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-09/CP-CC9-R2-09.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-10	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-10/CP-CC9-R2-10.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-11	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-11/CP-CC9-R2-11.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-12	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-12/CP-CC9-R2-12.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-13	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-13/CP-CC9-R2-13.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-14	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-14/CP-CC9-R2-14.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-15	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-15/CP-CC9-R2-15.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-16	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-16/CP-CC9-R2-16.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-17	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-17/CP-CC9-R2-17.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-18	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-18/CP-CC9-R2-18.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-19	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-19/CP-CC9-R2-19.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-20	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-20/CP-CC9-R2-20.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-21	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-21/CP-CC9-R2-21.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-22	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-22/CP-CC9-R2-22.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-23	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-23/CP-CC9-R2-23.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-24	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-24/CP-CC9-R2-24.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-25	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-25/CP-CC9-R2-25.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-26	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-26/CP-CC9-R2-26.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-27	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-27/CP-CC9-R2-27.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-28	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-28/CP-CC9-R2-28.sqlite	CRISPR
source_13	20221009_Run2	CP-CC9-R2-29	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221009_Run2/CP-CC9-R2-29/CP-CC9-R2-29.sqlite	TARGET2
source_13	20221017_Run3	CP-CC9-R3-01	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-01/CP-CC9-R3-01.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-02	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-02/CP-CC9-R3-02.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-03	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-03/CP-CC9-R3-03.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-04	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-04/CP-CC9-R3-04.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-05	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-05/CP-CC9-R3-05.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-06	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-06/CP-CC9-R3-06.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-07	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-07/CP-CC9-R3-07.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-08	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-08/CP-CC9-R3-08.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-09	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-09/CP-CC9-R3-09.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-10	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-10/CP-CC9-R3-10.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-11	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-11/CP-CC9-R3-11.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-12	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-12/CP-CC9-R3-12.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-13	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-13/CP-CC9-R3-13.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-14	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-14/CP-CC9-R3-14.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-15	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-15/CP-CC9-R3-15.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-16	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-16/CP-CC9-R3-16.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-17	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-17/CP-CC9-R3-17.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-18	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-18/CP-CC9-R3-18.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-19	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-19/CP-CC9-R3-19.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-20	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-20/CP-CC9-R3-20.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-21	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-21/CP-CC9-R3-21.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-22	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-22/CP-CC9-R3-22.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-23	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-23/CP-CC9-R3-23.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-24	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-24/CP-CC9-R3-24.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-25	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-25/CP-CC9-R3-25.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-26	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-26/CP-CC9-R3-26.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-27	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-27/CP-CC9-R3-27.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-28	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-28/CP-CC9-R3-28.sqlite	CRISPR
source_13	20221017_Run3	CP-CC9-R3-29	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221017_Run3/CP-CC9-R3-29/CP-CC9-R3-29.sqlite	TARGET2
source_13	20221024_Run4	CP-CC9-R4-03	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-03/CP-CC9-R4-03.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-04	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-04/CP-CC9-R4-04.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-05	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-05/CP-CC9-R4-05.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-06	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-06/CP-CC9-R4-06.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-07	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-07/CP-CC9-R4-07.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-08	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-08/CP-CC9-R4-08.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-09	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-09/CP-CC9-R4-09.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-10	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-10/CP-CC9-R4-10.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-11	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-11/CP-CC9-R4-11.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-12	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-12/CP-CC9-R4-12.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-13	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-13/CP-CC9-R4-13.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-14	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-14/CP-CC9-R4-14.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-15	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-15/CP-CC9-R4-15.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-16	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-16/CP-CC9-R4-16.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-17	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-17/CP-CC9-R4-17.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-18	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-18/CP-CC9-R4-18.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-19	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-19/CP-CC9-R4-19.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-20	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-20/CP-CC9-R4-20.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-21	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-21/CP-CC9-R4-21.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-22	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-22/CP-CC9-R4-22.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-23	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-23/CP-CC9-R4-23.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-24	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-24/CP-CC9-R4-24.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-25	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-25/CP-CC9-R4-25.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-26	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-26/CP-CC9-R4-26.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-27	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-27/CP-CC9-R4-27.sqlite	CRISPR
source_13	20221024_Run4	CP-CC9-R4-28	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221024_Run4/CP-CC9-R4-28/CP-CC9-R4-28.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-01	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-01/CP-CC9-R5-01.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-02	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-02/CP-CC9-R5-02.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-03	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-03/CP-CC9-R5-03.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-04	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-04/CP-CC9-R5-04.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-05	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-05/CP-CC9-R5-05.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-06	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-06/CP-CC9-R5-06.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-07	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-07/CP-CC9-R5-07.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-08	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-08/CP-CC9-R5-08.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-09	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-09/CP-CC9-R5-09.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-10	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-10/CP-CC9-R5-10.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-11	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-11/CP-CC9-R5-11.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-12	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-12/CP-CC9-R5-12.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-13	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-13/CP-CC9-R5-13.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-14	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-14/CP-CC9-R5-14.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-15	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-15/CP-CC9-R5-15.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-16	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-16/CP-CC9-R5-16.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-17	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-17/CP-CC9-R5-17.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-18	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-18/CP-CC9-R5-18.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-19	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-19/CP-CC9-R5-19.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-20	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-20/CP-CC9-R5-20.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-21	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-21/CP-CC9-R5-21.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-22	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-22/CP-CC9-R5-22.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-23	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-23/CP-CC9-R5-23.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-24	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-24/CP-CC9-R5-24.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-25	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-25/CP-CC9-R5-25.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-26	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-26/CP-CC9-R5-26.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-27	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-27/CP-CC9-R5-27.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-28	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-28/CP-CC9-R5-28.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R5-29	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R5-29/CP-CC9-R5-29.sqlite	TARGET2
source_13	20221109_Run5	CP-CC9-R6-01	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R6-01/CP-CC9-R6-01.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R6-02	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R6-02/CP-CC9-R6-02.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R7-01	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R7-01/CP-CC9-R7-01.sqlite	CRISPR
source_13	20221109_Run5	CP-CC9-R8-01	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221109_Run5/CP-CC9-R8-01/CP-CC9-R8-01.sqlite	CRISPR
source_13	20221120_Run6	CP-CC9-R6-19	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R6-19/CP-CC9-R6-19.sqlite	CRISPR
source_13	20221120_Run6	CP-CC9-R6-28	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R6-28/CP-CC9-R6-28.sqlite	CRISPR
source_13	20221120_Run6	CP-CC9-R6-29	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R6-29/CP-CC9-R6-29.sqlite	TARGET2
source_13	20221120_Run6	CP-CC9-R7-02	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R7-02/CP-CC9-R7-02.sqlite	CRISPR
source_13	20221120_Run6	CP-CC9-R7-19	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R7-19/CP-CC9-R7-19.sqlite	CRISPR
source_13	20221120_Run6	CP-CC9-R7-28	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R7-28/CP-CC9-R7-28.sqlite	CRISPR
source_13	20221120_Run6	CP-CC9-R7-29	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R7-29/CP-CC9-R7-29.sqlite	TARGET2
source_13	20221120_Run6	CP-CC9-R8-02	s3://cellpainting-gallery/cpg0016-jump/source_13/workspace/backend/20221120_Run6/CP-CC9-R8-02/CP-CC9-R8-02.sqlite	CRISPR
source_2	20210607_Batch_2	1053601756	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601756/1053601756.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601763	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601763/1053601763.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601770	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601770/1053601770.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601787	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601787/1053601787.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601794	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601794/1053601794.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601800	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601800/1053601800.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601817	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601817/1053601817.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601824	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601824/1053601824.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601831	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601831/1053601831.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601848	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601848/1053601848.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601855	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601855/1053601855.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601862	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601862/1053601862.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601879	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601879/1053601879.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601909	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601909/1053601909.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601923	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601923/1053601923.sqlite	COMPOUND
source_2	20210607_Batch_2	1053601947	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210607_Batch_2/1053601947/1053601947.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600674	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600674/1053600674.sqlite	TARGET2
source_2	20210614_Batch_1	1053600681	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600681/1053600681.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600704	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600704/1053600704.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600711	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600711/1053600711.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600728	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600728/1053600728.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600735	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600735/1053600735.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600742	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600742/1053600742.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600759	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600759/1053600759.sqlite	COMPOUND
source_2	20210614_Batch_1	1053600766	s3://cellpainting-gallery/cpg0016-jump/source_2/workspace/backend/20210614_Batch_1/1053600766/1053600766.sqlite	COMPOUND
